"Symbol","Name","Index Country","Country of incorporation","Cross-list symbol","Cross-list exchange","Foreign filer?","GICS Sector","Market cap","Average Volume","Action"
"PUFLF","Purifloh Limited","Australia","","AT:PO3","Asx - All Markets","No","Unknown","$45,488,408","0","Analyze"
"PVG","Pretium Resources Inc","Canada","Canada","CT:PVG","Toronto Stock Exchange","Yes","Materials","$1,860,190,784","1,234,860","Analyze"
"PXCLF","Phoenix Copper Ltd.","United Kingdom","","LN:PXC","","No","Unknown","$94,213,851","2,900","Analyze"
"PYR","PyroGenesis Canada Inc.","Canada","","CT:PYR","Toronto Stock Exchange","Yes","Industrials","$718,079,312","254,033","Analyze"
"QSR","Restaurant Brands International Inc.","Canada","Canada","CT:QSR","Toronto Stock Exchange","No","Consumer Discretionary","$19,460,093,907","1,344,612","Analyze"
"QTRHF","Quarterhill Inc","Canada","","CT:QTRH","Toronto Stock Exchange","No","Information Technology","$233,813,400","5,082","Analyze"
"RACE","Ferrari N.V.","Italy","The Netherlands","IM:RACE","Borsa Italiana S.P.A.","Yes","Consumer Discretionary","$40,433,923,205","223,169","Analyze"
"RBA","Ritchie Bros Auctioneers Inc","Canada","Canada","CT:RBA","Toronto Stock Exchange","No","Industrials","$6,950,244,791","405,262","Analyze"
"RCI","Rogers Communication","Canada","","CT:RCI-B","Toronto Stock Exchange","Yes","Communication Services","$18,578,158,572","444,481","Analyze"
"RDDTF","Radient Technologies Inc","Canada","","CV:RTI","TSX Venture Exchange","No","Unknown","$24,412,711","79,656","Analyze"
"REAXF","The Real Brokerage Inc.","Canada","","CV:REAX","TSX Venture Exchange","No","Real Estate","$238,733,802","0","Analyze"
"RECAF","Reconnaissance Energy Africa Ltd.","Canada","","CV:RECO","TSX Venture Exchange","No","Energy","$1,005,648,228","463,557","Analyze"
"REPYF","Repsol SA","Spain","","SM:REP","Bolsa De Madrid","No","Energy","$16,709,712,820","0","Analyze"
"REZZF","Global Battery Metals Ltd.","Canada","","CV:GBML","TSX Venture Exchange","No","Materials","$12,516,187","97,576","Analyze"
"RFP","Resolute Forest Products Inc","Canada","USA","CT:RFP","Toronto Stock Exchange","No","Materials","$819,561,615","707,442","Analyze"
"RHHBF","Roche Holding AG","Switzerland","","SE:RO","Six Swiss Exchange","No","Health Care","$65,920,016,000","2,198","Analyze"
"RHHVF","Roche Holding AG Dividends Rights Certificate","Switzerland","Switzerland","VX:ROG","Six Swiss - Blue Chips Segment","Yes","Health Care","$262,407,168,450","4,514","Analyze"
"RIOFF","Rio2 Ltd.","Canada","","CV:RIO","TSX Venture Exchange","No","Unknown","$120,838,600","87,283","Analyze"
"RKUNF","Rakuten Inc","Japan","","JT:4755","Tokyo Stock Exchange","No","Consumer Discretionary","$16,212,084,382","0","Analyze"
"RLFTF","Relief Therapeutics Holding AG","Switzerland","","SW:RLF","","No","Health Care","$398,196,434","4,639,333","Analyze"
"RLXXF","RELX PLC","United Kingdom","United Kingdom","LN:REL","London Stock Exchange","Yes","Industrials","$58,903,245,745","3,075","Analyze"
"ROMJF","Rubicon Organics Inc.","Canada","","CF:ROMJ","Canadian Securities Exchange","No","Unknown","$100,603,339","4,254","Analyze"
"RVVTF","Revive Therapeutics Ltd","Canada","","CF:RVV","Canadian Securities Exchange","No","Health Care","$118,124,050","759,966","Analyze"
"RY","Royal Bank Of Canada","Canada","Canada","CT:RY","Toronto Stock Exchange","Yes","Financials","$145,496,145,600","953,769","Analyze"
"RYES","Rise Gold Corp","Canada","","CF:RISE","Canadian Securities Exchange","No","Materials","$12,057,342","9,017","Analyze"
"SA","Seabridge Gold","Canada","","CT:SEA","Toronto Stock Exchange","Yes","Materials","$1,328,253,096","237,601","Analyze"
"SAND","Sandstorm Gold Ltd","Canada","Sweden","CT:SSL","Toronto Stock Exchange","Yes","Industrials","$1,229,794,486","1,496,994","Analyze"
"SAPGF","SAP SE","Germany","","GF:SAP","Frankfurt Stock Exchange","No","Information Technology","$177,960,783,496","0","Analyze"
"SBSW","D/B/A Sibanye-Stillwater Limited","South Africa","USA","SJ:SSW","Johannesburg Stock Exchange","Yes","Materials","$9,466,311,575","3,198,107","Analyze"
"SCR","Score Media and Gaming Inc.","Canada","France","CT:SCR","Toronto Stock Exchange","Yes","Financials","$1,934,627,445","1,177,550","Analyze"
"SEOVF","Sernova Corp.","Canada","","CV:SVA","TSX Venture Exchange","No","Health Care","$282,044,949","34,720","Analyze"
"SGSVF","Sabina Gold & Silver Corp.","Canada","","CT:SBB","Toronto Stock Exchange","No","Materials","$417,680,370","333,515","Analyze"
"SHECF","Shin-Etsu Chemical Co Ltd","Japan","","JT:4063","Tokyo Stock Exchange","No","Materials","$79,624,259,742","490","Analyze"
"SHMDF","Shimano Inc","Japan","","JT:7309","Tokyo Stock Exchange","No","Consumer Discretionary","$29,299,520,000","0","Analyze"
"SHOP","Shopify Inc. Class A","Canada","Canada","CT:SHOP","Toronto Stock Exchange","Yes","Information Technology","$177,870,620,670","720,802","Analyze"
"SHRMF","Champignon Brands Inc.","Canada","","CF:SHRM","Canadian Securities Exchange","No","Unknown","$67,684,606","819,385","Analyze"
"SII","Sprott Inc.","Canada","Canada","CT:SII","Toronto Stock Exchange","Yes","Financials","$988,338,986","109,335","Analyze"
"SILEF","Silver Elephant Mining Corp","Canada","","CT:ELEF","Toronto Stock Exchange","No","Unknown","$39,169,333","1,560,339","Analyze"
"SILV","Silvercrest Metals Inc.","Canada","","CT:SIL","Toronto Stock Exchange","Yes","Materials","$1,144,535,916","598,534","Analyze"
"SILXF","Silex Systems Limited","Australia","","AT:SLX","Asx - All Markets","No","Unknown","$213,839,360","1,000","Analyze"
"SJR","Shaw Communications Inc. (Class B)","Canada","","CT:SJR-B","Toronto Stock Exchange","Yes","Consumer Discretionary","$13,594,371,423","229,369","Analyze"
"SKREF","Skeena Resources Limited","Canada","","CV:SKE","TSX Venture Exchange","No","Unknown","$640,832,939","14,701","Analyze"
"SLF","Sun Life Financial Inc.","Canada","Canada","CT:SLF","Toronto Stock Exchange","Yes","Financials","$30,247,993,102","533,744","Analyze"
"SLI","Standard Lithium Ltd.","Canada","United Kingdom","CV:SLI","TSX Venture Exchange","Yes","Materials","$963,649,739","1,131,834","Analyze"
"SLSSF","Solaris Resources Inc.","Canada","","CT:SLS","Toronto Stock Exchange","No","Materials","$1,059,580,938","0","Analyze"
"SLVRF","Silver One Resources Inc.","Canada","","CV:SVE","TSX Venture Exchange","No","Materials","$79,483,416","230,925","Analyze"
"SNANF","Sona Nanotech Inc.","Canada","","CF:SONA","Canadian Securities Exchange","No","Unknown","$12,679,263","6,174","Analyze"
"SNEJF","Sony Corporation","Japan","","JT:6758","Tokyo Stock Exchange","No","Consumer Discretionary","$141,604,290,518","0","Analyze"
"SNYNF","Sanofi SA","France","France","FP:SAN","Euronext Paris","Yes","Health Care","$121,769,673,986","31,806","Analyze"
"SPHRF","Starpharma Holdings Limited","Australia","","AT:SPL","Asx - All Markets","No","Health Care","$365,614,095","0","Analyze"
"SRAFF","Sandfire Resources America Inc.","Canada","","CV:SFR","TSX Venture Exchange","No","Materials","$163,413,471","246,054","Analyze"
"SROYF","Sailfish Royalty Corp.","Canada","","CV:FISH","TSX Venture Exchange","No","Materials","$79,630,051","222","Analyze"
"SSEZF","SSE PLC","United Kingdom","United Kingdom","LN:SSE","London Stock Exchange","Yes","Utilities","$24,143,925,091","0","Analyze"
"SSRM","SSR Mining Inc.","Canada","Canada","CT:SSRM","Toronto Stock Exchange","Yes","Materials","$3,235,958,418","1,217,392","Analyze"
"STKL","Sunopta Inc","Canada","","CT:SOY","Toronto Stock Exchange","No","Consumer Staples","$950,315,709","458,316","Analyze"
"STLHF","Standard Lithium Ltd.","Canada","","CV:SLL","TSX Venture Exchange","No","Unknown","$780,649,103","45,548","Analyze"
"STMEF","STMicroelectronics N.V.","Italy","","FP:STM","Euronext Paris","No","Information Technology","$43,010,500,624","0","Analyze"
"STN","Stantec Inc","Canada","Canada","CT:STN","Toronto Stock Exchange","Yes","Industrials","$5,647,515,354","152,847","Analyze"
"STOHF","Equinor Asa","Norway","","NO:EQNR","Oslo Bors Asa","No","Energy","$77,761,005,566","0","Analyze"
"SU","Suncor Energy  Inc.","Canada","Canada","CT:SU","Toronto Stock Exchange","Yes","Energy","$29,021,383,928","7,327,107","Analyze"
"SVKEF","Skandinaviska Enskilda Banken AB Class A","Sweden","Sweden","SS:SEB-A","Nasdaq Omx Nordic","Yes","Financials","$29,935,633,163","0","Analyze"
"SVM","Silvercorp Metals Inc.","Canada","Canada","CT:SVM","Toronto Stock Exchange","Yes","Materials","$739,164,566","1,024,495","Analyze"
"SVTRF","Severn Trent PLC","United Kingdom","United Kingdom","LN:SVT","London Stock Exchange","Yes","Utilities","$9,968,514,565","0","Analyze"
"SVYSF","Solvay SA","Belgium","","BB:SOLB","Nyse Euronext - Euronext Brussels","No","Materials","$14,347,810,751","0","Analyze"
"SWIR","Sierra Wireless Inc","Canada","Canada","CT:SW","Toronto Stock Exchange","Yes","Information Technology","$570,106,605","168,654","Analyze"
"SYTA","Siyata Mobile, Inc.","Canada","","CV:SIM","TSX Venture Exchange","Yes","Communication Services","$3,515,814","506,699","Analyze"
"TAC","TransAlta Corporation","Canada","","CT:TA","Toronto Stock Exchange","Yes","Utilities","$2,742,362,462","181,769","Analyze"
"TAKOF","Drone Delivery Canada Corp","Canada","","CV:FLT","TSX Venture Exchange","No","Unknown","$194,647,140","75,189","Analyze"
"TAOIF","TAG Oil Ltd","Canada","","CT:TAO","Toronto Stock Exchange","No","Energy","$27,347,720","0","Analyze"
"TATYF","Tate & Lyle PLC","United Kingdom","","LN:TATE","London Stock Exchange","No","Consumer Staples","$4,601,106,221","0","Analyze"
"TBPMF","Tetra Bio-Pharma Inc.","Canada","","CV:TBP","TSX Venture Exchange","No","Health Care","$82,341,819","390,085","Analyze"
"TBXXF","Turmalina Metals Corp.","Canada","","CV:TBX","TSX Venture Exchange","No","Unknown","$38,059,136","47,054","Analyze"
"TCNNF","Trulieve Cannabis Corp.","Canada","","CT:TRUL","Toronto Stock Exchange","No","Health Care","$1,526,143,425","175,718","Analyze"
"TCTZF","Tencent Holdings Limited","China","","HK:0700","Hong Kong Exchange","No","Communication Services","$561,594,442,500","93,099","Analyze"
"TD","The Toronto-Dominion Bank","Canada","Canada","CT:TD","Toronto Stock Exchange","Yes","Financials","$119,229,081,046","1,454,651","Analyze"
"TECK","Teck Resources Ltd","Canada","Canada","CT:TECK-B","Toronto Stock Exchange","Yes","Materials","$13,546,596,619","5,406,417","Analyze"
"TEFOF","Telefonica SA","Spain","","SM:TEF","Bolsa De Madrid","No","Communication Services","$27,513,701,114","0","Analyze"
"TFII","TFI International Inc.","Canada","Canada","CT:TFII","Toronto Stock Exchange","Yes","Industrials","$10,490,109,257","152,098","Analyze"
"TGA","Transglobe Energy Corporation","Canada","South Africa","CT:TGL","Toronto Stock Exchange","Yes","Energy","$144,358,721","169,158","Analyze"
"TGB","Taseko Mines Limited","Canada","","CT:TKO","Toronto Stock Exchange","Yes","Materials","$545,032,687","1,318,875","Analyze"
"TGIFF","1933 Industries Inc.","Canada","","CF:TGIF","Canadian Securities Exchange","No","Unknown","$21,134,849","589,587","Analyze"
"TGODF","Green Organic Dutchman Holdings Ltd.","Canada","","CT:TGOD","Toronto Stock Exchange","No","Health Care","$81,488,138","2,929,777","Analyze"
"THCBF","THC BioMed Intl. Ltd.","Canada","","CF:THC","Canadian Securities Exchange","No","Health Care","$12,189,589","37,826","Analyze"
"THM","International Tower Hill Mines Ltd","Canada","","CT:ITH","Toronto Stock Exchange","No","Materials","$151,229,260","132,753","Analyze"
"THNPF","Technip Energies Nv","France","","FP:TE","Euronext Paris","No","Energy","$2,706,403,258","172","Analyze"
"THTX","Theratechnologies Inc.","Canada","","CT:TH","Toronto Stock Exchange","Yes","Health Care","$340,968,920","78,607","Analyze"
"TIXT","TELUS International (Cda) Inc.","Canada","","CT:TIXT","Toronto Stock Exchange","Yes","Information Technology","$1,862,766,587","151,691","Analyze"
"TKGBF","Turkiye Garanti Bankasi AS","Turkey","","TI:GARAN","Istanbul Stock Exchange","No","Financials","$3,738,000,000","0","Analyze"
"TLLTF","TILT Holdings Inc.","Canada","","CF:TILT","Canadian Securities Exchange","No","Unknown","$134,622,204","441,696","Analyze"
"TLRY","Tilray, Inc. - Class 2","Canada","USA","CT:TLRY","Toronto Stock Exchange","No","Health Care","$5,395,141,916","14,802,340","Analyze"
"TMDI","Titan Medical Inc.","Canada","","CT:TMD","Toronto Stock Exchange","Yes","Health Care","$180,026,858","289,793","Analyze"
"TMNSF","Temenos Group AG","Switzerland","","SE:TEMN","Six Swiss Exchange","No","Information Technology","$11,419,131,285","0","Analyze"
"TNYBF","Tinley Beverage Company Inc.","Canada","","CF:TNY","Canadian Securities Exchange","No","Unknown","$21,983,677","10,790","Analyze"
"TPRFF","Gran Colombia Gold Corp.","Canada","","CV:GCM","TSX Venture Exchange","No","Materials","$403,791,677","86,427","Analyze"
"TRBMF","Torq Resources Inc.","Canada","","CV:TORQ","TSX Venture Exchange","No","Materials","$41,460,046","15,184","Analyze"
"TREVF","Trevali Mining Corporation","Canada","","CT:TV","Toronto Stock Exchange","No","Materials","$144,110,644","32,593","Analyze"
"TRI","Thomson Reuters Corporation","Canada","Canada","CT:TRI","Toronto Stock Exchange","Yes","Industrials","$58,550,094,582","388,330","Analyze"
"TRIL","Trillium Therapeutics Inc.","Canada","Canada","CT:TRIL","Toronto Stock Exchange","Yes","Health Care","$1,813,293,860","3,404,262","Analyze"
"TRP","TransCanada Corporation","Canada","Canada","CT:TRP","Toronto Stock Exchange","Yes","Energy","$48,225,551,144","1,232,566","Analyze"
"TRQ","Turquoise Hill Resources Ltd","Canada","Canada","CT:TRQ","Toronto Stock Exchange","Yes","Materials","$3,028,533,262","391,565","Analyze"
"TRSSF","TerrAscend Corp.","Canada","","CF:TER","Canadian Securities Exchange","No","Unknown","$1,334,031,330","93,983","Analyze"
"TSCDF","Tesco PLC","United Kingdom","","LN:TSCO","London Stock Exchange","No","Consumer Staples","$27,138,294,448","0","Analyze"
"TSEM","Tower Semiconductor Ltd.","Israel","Israel","IT:TSEM","Tel Aviv Stock Exchange","Yes","Information Technology","$3,365,618,333","257,665","Analyze"
"TSRMF","Treasury Metals Inc.","Canada","","CT:TML","Toronto Stock Exchange","No","Materials","$79,608,961","78,051","Analyze"
"TTFNF","Total SA","France","France","FP:FP","Euronext Paris","Yes","Energy","$121,750,196,360","305","Analyze"
"TU","Telus Corporation","Canada","","CT:T","Toronto Stock Exchange","Yes","Communication Services","$30,848,893,414","1,181,206","Analyze"
"UCBJF","UCB SA","Belgium","Belgium","BB:UCB","Nyse Euronext - Euronext Brussels","Yes","Health Care","$20,617,599,748","101","Analyze"
"UFS","Domtar Corp","Canada","USA","CT:UFS","Toronto Stock Exchange","No","Materials","$2,773,766,890","346,161","Analyze"
"USAS","Americas Silver Corporation","Canada","","CT:USA","Toronto Stock Exchange","Yes","Materials","$143,336,984","1,004,973","Analyze"
"UUGWF","United Utilities Group PLC","United Kingdom","United Kingdom","LN:UU","London Stock Exchange","Yes","Utilities","$10,132,861,891","0","Analyze"
"UURAF","Ucore Rare Metals Inc.","Canada","","CT:UCU","Toronto Stock Exchange","No","Materials","$35,576,177","91,931","Analyze"
"UUUU","Energy Fuels Inc","Canada","Canada","CT:EFR","Toronto Stock Exchange","No","Energy","$1,096,148,736","6,394,896","Analyze"
"VCISF","VINCI SA","France","France","FP:DG","Euronext Paris","Yes","Industrials","$63,947,780,991","0","Analyze"
"VET","Vermilion Energy Inc.","Canada","Canada","CT:VET","Toronto Stock Exchange","Yes","Energy","$1,261,574,382","1,907,361","Analyze"
"VEXTF","Vext Science Inc.","Canada","","CF:VEXT","Canadian Securities Exchange","No","Unknown","$43,328,390","5,073","Analyze"
"VFF","Village Farms International, Inc.","Canada","Canada","CT:VFF","Toronto Stock Exchange","No","Consumer Staples","$753,815,748","531,131","Analyze"
"VITFF","Victoria Gold Corp","Canada","","CT:VGCX","Toronto Stock Exchange","No","Materials","$786,643,537","66,532","Analyze"
"VIVEF","Vivendi SA","France","France","FP:VIV","Euronext Paris","Yes","Communication Services","$41,679,862,561","1,100","Analyze"
"VLNCF","Valens GroWorks Corp.","Canada","","CV:VLNS","TSX Venture Exchange","No","Unknown","$364,540,874","293,115","Analyze"
"VOBIF","Vobile Group Limited","Hong Kong","","HK:3738","Hong Kong Exchange","No","Information Technology","$1,831,019,204","0","Analyze"
"VQSLF","VIQ Solutions Inc.","Canada","","CV:VQS","TSX Venture Exchange","No","Information Technology","$123,224,138","3,425","Analyze"
"VREOF","Vireo Health International Inc.","Canada","","CF:VREO","Canadian Securities Exchange","No","Unknown","$174,762,727","345,433","Analyze"
"VRNOF","Verano Hldgs Corp","Canada","","CF:VRNO","Canadian Securities Exchange","No","Consumer Discretionary","$2,483,074,973","1,100,180","Analyze"
"VRYYF","The Very Good Food Company Inc","Canada","","CF:VERY","Canadian Securities Exchange","No","Consumer Staples","$228,211,421","0","Analyze"
"VS","Versus Systems Inc.","Canada","","CF:VS","Canadian Securities Exchange","Yes","Communication Services","$48,867,221","23,312","Analyze"
"VSQTF","Victory Square Technologies Inc","Canada","","CF:VST","Canadian Securities Exchange","No","Unknown","$36,900,987","110,437","Analyze"
"VVCIF","VIVO Cannabis Inc.","Canada","","CT:VIVO","Toronto Stock Exchange","No","Health Care","$31,081,157","90,691","Analyze"
"VYGVF","Voyager Digital (Canada) Ltd.","Canada","","CF:VYGR","Canadian Securities Exchange","No","Information Technology","$2,013,695,888","2,349,822","Analyze"
"WCN","Waste Connections Inc","Canada","Canada","CT:WCN","Toronto Stock Exchange","No","Industrials","$33,507,813,456","527,942","Analyze"
"WDDMF","WeedMD Inc.","Canada","","CV:WMD","TSX Venture Exchange","No","Unknown","$48,017,734","50,984","Analyze"
"WFG","West Fraser Timber Co. Ltd","Canada","Canada","CT:WFG","Toronto Stock Exchange","Yes","Materials","$8,249,865,622","333,687","Analyze"
"WFTSF","Wavefront Technology Solutions Inc","Canada","","CV:WEE","TSX Venture Exchange","No","Energy","$8,275,608","5,500","Analyze"
"WMLLF","Wealth Minerals Ltd.","Canada","","CV:WML","TSX Venture Exchange","No","Unknown","$71,211,372","306,095","Analyze"
"WOWMF","Wow Unlimited Media Inc.","Canada","","CV:WOW","TSX Venture Exchange","No","Unknown","$20,209,371","0","Analyze"
"WPM","Wheaton Precious Metals Corp.","Canada","Canada","CT:WPM","Toronto Stock Exchange","Yes","Materials","$18,758,605,809","1,825,031","Analyze"
"WPRT","Westport Fuel Systems Inc","Canada","","CT:WPRT","Toronto Stock Exchange","Yes","Consumer Discretionary","$522,450,386","1,463,613","Analyze"
"WRN","Western Copper And Gold Corporation","Canada","","CT:WRN","Toronto Stock Exchange","Yes","Materials","$251,462,129","431,725","Analyze"
"WSTRF","Western Uranium & Vanadium Corp.","Canada","","CF:WUC","Canadian Securities Exchange","No","Unknown","$119,219,309","23,992","Analyze"
"XEBEF","Xebec Adsorption Inc.","Canada","","CV:XBC","TSX Venture Exchange","No","Industrials","$342,837,445","14,639","Analyze"
"XIACF","Xiaomi Corp","Hong Kong","","HK:1810","Hong Kong Exchange","No","Information Technology","$59,625,821,840","0","Analyze"
"YNDX","Yandex N.V.","Russia","The Netherlands","RX:YNDX","Standard-Classica-Forts","Yes","Communication Services","$26,488,558,000","1,458,238","Analyze"
"YZCHF","Yanzhou Coal Mining Company Limited H Shares","China","","HK:1171","Hong Kong Exchange","No","Energy","$3,953,835,000","0","Analyze"
"ZFSVF","Zurich Insurance Group Ltd","Switzerland","","VX:ZURN","Six Swiss - Blue Chips Segment","No","Financials","$65,149,237,265","147","Analyze"
"ZOM","Zomedica Pharmaceuticals Corp.","Canada","Canada","CV:ZOM","","No","Health Care","$527,335,001","42,527,391","Analyze"
